endpoint,usuario,status_code,response
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rstilgoe12,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sgrills13,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jbaldam14,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lgozzard15,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rmirrlees16,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cvandenhoff17,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rtiller18,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hmeddick19,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,npingston1a,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gcomiam1b,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,owaddup1c,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jbuckett1d,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,acomelini1e,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jdurbin1f,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tlacase1g,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ggoldsworthy1h,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cpingstone1i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dpimm1j,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kmeo1k,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,chedon1l,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,agreensitt1m,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mmacdaid1n,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lkleinstern1o,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ptremayne1p,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lchominski1q,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fmartill1r,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,plevy1s,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hkarlicek1t,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mbroz1u,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bbrommage1v,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,iianinotti1w,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cbassford1x,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,himlock1y,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,glemmanbie1z,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dshower20,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,seastwood21,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cstitle22,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rbraxay23,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,vjanda24,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nbrewood25,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jsoffe26,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,iconstantine27,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mrookesby28,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jclementson29,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tsyphas2a,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jkurton2b,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rcircuitt2c,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ahattigan2d,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,irathbourne2e,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,zlancley2f,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jforker2g,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,beul2h,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fvalente2i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,xicom2j,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mstayte2k,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jiwanczyk2l,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lmacalpyne2m,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dmcgirl2n,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sbrunke2o,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fseabourne2p,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mdudin2q,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bcremin2r,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rrignoldes2s,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jwickett2t,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,apinch2u,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,pblewitt2v,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,pbrightie2w,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mmallord2x,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,vschubart2y,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nbillo2z,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bguterson30,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mheinssen31,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wgillbe32,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lrasper33,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,asebert34,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cquye35,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,smaccumeskey36,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mdefont37,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,giacopetti38,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,vpender39,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dkenny3a,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kcolliard3b,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,blooker3c,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rvillar3d,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,pgaspero3e,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bmacey3f,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sscholes3g,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,flademann3h,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,reakeley3i,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nmatschke3j,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tdarton3k,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lbeat3l,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gtours3m,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,vlebrum3n,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hrarity3o,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dyeoman3p,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lskurray3q,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sdalman3r,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jnewby3s,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,iscardifield3t,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,htoupe3u,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kabela3v,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,aparkyn3w,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sheister3x,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bberrington3y,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jmilhench3z,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ggregolin40,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fcallan41,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tpagon42,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rcoyte43,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ogolbourn44,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kbrussels45,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gklaussen46,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rgarey47,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jickovici48,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bruseworth49,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jhawkridge4a,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wpellew4b,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,agaller4c,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,lcleynaert4d,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bfargher4e,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tnanetti4f,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mcundey4g,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fthorne4h,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,slambie4i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kyeardsley4j,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,cwillmer4k,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bjonson4l,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,okirton4m,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rmathiassen4n,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rducastel4o,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ksketchley4p,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bprettejohns4q,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,foxley4r,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bdudny4s,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dstood4t,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rlowrie4u,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,emeriet4v,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gdavis4w,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tmccluney4x,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,fglisane4y,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rmadre4z,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rkleinlerer50,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tstrick51,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,bcream52,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,csoots53,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gdericut54,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,memby55,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mrippingale56,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jscripture57,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,crivallant58,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,aswaile59,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,aorford5a,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,tjopling5b,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,aredman5c,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,gvigne5d,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,hjohansson5e,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,nvennard5f,200,OK
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jpummery5g,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,dohara5h,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,mquinnelly5i,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jgislebert5j,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rvolcker5k,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,jbroadwell5l,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,aeffemy5m,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,wolfert5n,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,rgiovanni5o,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,sellerey5p,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,kpeplow5q,401,El usuario no cuenta con el nivel de acceso requerido
http://ec2-34-235-166-27.compute-1.amazonaws.com:3001/consultar-perfil-deportivo,ecollomosse5r,401,El usuario no cuenta con el nivel de acceso requerido
